,poleid,s_num,stype,CH,simu_rate,S_position,X_location,mac_x_v,mac_y_v,mac_z_v,corrcoef_x,corrcoef_y,corrcoef_z,total,X_point_X,X_point_Y,prediction,breakstate
26,0231R402,11,OUT,6,0.2,20,45,0.938,0.912,0.897,0.969,0.955,0.947,5.62,64.0,0.68,NG,B
19,0231R402,10,OUT,7,0.2,20,55,0.682,0.925,0.955,0.826,0.962,0.978,5.33,77.0,0.82,NG,B
14,0231R402,10,OUT,1,0.2,20,55,0.78,0.771,0.856,0.883,-0.878,0.926,5.09,0.0,0.82,NG,B
28,0231R402,11,OUT,8,0.2,20,45,0.878,0.8,0.714,0.938,0.895,0.845,5.07,90.0,0.68,NG,B
18,0231R402,10,OUT,5,0.2,20,55,0.627,0.861,0.868,0.792,0.928,0.932,5.01,51.0,0.82,NG,B
20,0231R402,10,OUT,8,0.2,20,55,0.707,0.768,0.752,0.841,-0.877,0.868,4.81,90.0,0.82,NG,B
15,0231R402,10,OUT,2,0.2,20,55,0.713,0.745,0.747,0.844,0.863,0.864,4.78,13.0,0.82,NG,B
16,0231R402,10,OUT,3,0.2,20,55,0.576,0.793,0.825,0.759,0.891,0.908,4.75,26.0,0.82,NG,B
27,0231R402,11,OUT,7,0.2,20,45,0.407,0.883,0.903,0.639,0.94,0.95,4.72,77.0,0.68,NG,B
17,0231R402,10,OUT,4,0.2,20,55,0.465,0.765,0.879,0.683,0.875,0.939,4.61,39.0,0.82,NG,B
25,0231R402,11,OUT,5,0.2,20,45,0.565,0.762,0.74,0.752,0.873,0.861,4.55,51.0,0.68,NG,B
23,0231R402,11,OUT,3,0.2,20,45,0.38,0.785,0.712,0.616,-0.886,0.844,4.22,26.0,0.68,NG,B
24,0231R402,11,OUT,4,0.2,20,45,0.46,0.695,0.688,0.678,0.834,0.829,4.18,39.0,0.68,NG,B
22,0231R402,11,OUT,2,0.2,20,45,0.568,0.631,0.605,0.754,0.794,0.778,4.13,13.0,0.68,NG,B
29,0231R402,12,OUT,1,0.2,20,40,0.681,0.53,0.58,0.825,0.728,0.762,4.11,180.0,0.6,NG,B
10,0231R402,5,OUT,1,0.2,20,45,0.495,0.493,0.666,0.703,0.702,0.816,3.87,180.0,0.68,NG,B
33,0231R402,12,OUT,5,0.2,20,40,0.599,0.453,0.524,0.774,0.673,0.724,3.75,231.0,0.6,NG,B
0,0231R402,1,OUT,3,0.2,24,50,0.324,0.628,0.605,0.57,0.792,0.778,3.7,26.0,0.75,NG,B
