,poleid,s_num,stype,CH,simu_rate,S_position,X_location,mac_x_v,mac_y_v,mac_z_v,corrcoef_x,corrcoef_y,corrcoef_z,total,X_point_X,X_point_Y,prediction
0,0528P912,6,OUT,8,0.2,24,45,0.324,0.705,0.564,0.569,-0.84,0.752,3.75,360.0,0.68,NG
1,0528P912,7,OUT,2,0.4,20,50,0.509,0.324,0.351,0.714,0.569,0.592,3.06,13.0,0.75,NG
4,0528P912,7,OUT,7,0.3,24,50,0.316,0.396,0.44,0.562,0.63,0.664,3.01,77.0,0.75,NG
5,0528P912,7,OUT,8,0.3,26,50,0.305,0.413,0.439,0.552,-0.643,0.663,3.01,90.0,0.75,NG
2,0528P912,7,OUT,5,0.4,20,50,0.431,0.337,0.36,0.656,-0.581,0.6,2.97,51.0,0.75,NG
3,0528P912,7,OUT,6,0.3,22,50,0.306,0.337,0.304,0.553,-0.58,0.551,2.63,64.0,0.75,NG
