,poleid,s_num,stype,CH,simu_rate,S_position,X_location,mac_x_v,mac_y_v,mac_z_v,corrcoef_x,corrcoef_y,corrcoef_z,total,X_point_X,X_point_Y,prediction
2,0126Q472,4,OUT,4,0.2,20,45,0.621,0.429,0.648,0.788,0.655,0.805,3.95,309.0,0.68,NG
4,0126Q472,4,OUT,6,0.2,20,45,0.497,0.522,0.476,0.706,-0.722,0.69,3.61,334.0,0.68,NG
3,0126Q472,4,OUT,5,0.2,20,45,0.587,0.4,0.489,0.767,0.632,0.699,3.57,321.0,0.68,NG
1,0126Q472,1,OUT,6,0.4,20,45,0.478,0.343,0.607,0.691,-0.586,0.779,3.48,64.0,0.68,NG
5,0126Q472,4,OUT,7,0.2,20,45,0.347,0.616,0.403,0.59,-0.785,-0.635,3.38,347.0,0.68,NG
6,0126Q472,4,OUT,8,0.2,20,45,0.356,0.639,0.308,-0.596,-0.8,-0.556,3.26,360.0,0.68,NG
0,0126Q472,1,OUT,1,0.25,20,40,0.444,0.353,0.379,0.666,0.595,-0.616,3.05,0.0,0.6,NG
