,poleid,s_num,stype,CH,simu_rate,S_position,X_location,mac_x_v,mac_y_v,mac_z_v,corrcoef_x,corrcoef_y,corrcoef_z,total,X_point_X,X_point_Y,prediction
4,0924B372,3,OUT,5,0.2,20,40,0.92,0.403,0.489,0.959,-0.635,0.699,4.11,141.0,0.6,NG
6,0924B372,4,OUT,8,0.2,20,45,0.689,0.43,0.557,-0.83,-0.656,0.746,3.91,180.0,0.68,NG
5,0924B372,3,OUT,8,0.2,22,45,0.433,0.535,0.308,-0.658,0.731,-0.556,3.22,180.0,0.68,NG
2,0924B372,2,OUT,2,0.2,20,45,0.445,0.32,0.324,0.667,0.565,0.569,2.89,103.0,0.68,NG
3,0924B372,3,OUT,4,0.2,24,40,0.364,0.385,0.306,0.603,-0.621,-0.553,2.83,129.0,0.6,NG
7,0924B372,5,OUT,8,0.2,20,45,0.425,0.314,0.306,-0.652,-0.56,0.553,2.81,180.0,0.68,NG
1,0924B372,2,OUT,1,0.2,20,45,0.388,0.314,0.305,0.623,0.561,0.553,2.74,90.0,0.68,NG
0,0924B372,1,OUT,4,0.3,38,30,0.333,0.328,0.339,-0.577,-0.572,0.582,2.73,39.0,0.45,NG
