,poleid,s_num,stype,CH,simu_rate,S_position,X_location,mac_x_v,mac_y_v,mac_z_v,corrcoef_x,corrcoef_y,corrcoef_z,total,X_point_X,X_point_Y,prediction
4,0231Y041,8,OUT,4,0.2,34,45,0.311,0.748,0.823,0.558,-0.865,0.907,4.21,39.0,0.68,NG
6,0231Y041,8,OUT,6,0.2,20,45,0.63,0.448,0.451,0.794,0.669,0.671,3.66,64.0,0.68,NG
3,0231Y041,8,OUT,3,0.2,22,45,0.707,0.375,0.334,0.841,-0.612,0.578,3.45,26.0,0.68,NG
5,0231Y041,8,OUT,5,0.2,20,45,0.497,0.381,0.439,0.705,0.617,0.663,3.3,51.0,0.68,NG
0,0231Y041,1,OUT,5,0.2,26,45,0.309,0.377,0.385,0.556,-0.615,0.621,2.86,51.0,0.68,NG
2,0231Y041,1,OUT,7,0.2,58,50,0.305,0.425,0.305,-0.553,-0.652,0.552,2.79,77.0,0.75,NG
1,0231Y041,1,OUT,6,0.2,26,45,0.319,0.334,0.352,0.565,-0.578,0.594,2.74,64.0,0.68,NG
