,poleid,s_num,stype,CH,simu_rate,S_position,X_location,mac_x_v,mac_y_v,mac_z_v,corrcoef_x,corrcoef_y,corrcoef_z,total,X_point_X,X_point_Y,prediction
2,0988W921,6,OUT,4,0.2,32,35,0.492,0.32,0.361,0.702,-0.566,0.601,3.04,309.0,0.52,NG
0,0988W921,5,OUT,3,0.4,20,45,0.374,0.323,0.413,0.611,-0.569,0.642,2.93,296.0,0.68,NG
1,0988W921,5,OUT,4,0.2,30,45,0.43,0.301,0.305,0.656,-0.549,0.552,2.79,309.0,0.68,NG
