,poleid,s_num,stype,CH,simu_rate,S_position,X_location,mac_x_v,mac_y_v,mac_z_v,corrcoef_x,corrcoef_y,corrcoef_z,total,X_point_X,X_point_Y,prediction
2,1582Q821,1,OUT,8,0.2,20,35,0.313,0.468,0.38,0.56,-0.684,0.616,3.02,360.0,0.52,NG
0,1582Q821,1,OUT,5,0.3,20,35,0.455,0.308,0.383,0.674,-0.555,0.619,2.99,321.0,0.52,NG
3,1582Q821,6,OUT,1,0.2,20,35,0.417,0.338,0.385,0.646,-0.581,0.62,2.99,320.0,0.52,NG
1,1582Q821,1,OUT,7,0.2,20,35,0.319,0.326,0.329,0.565,-0.571,0.573,2.68,347.0,0.52,NG
