,poleid,s_num,stype,CH,simu_rate,S_position,X_location,mac_x_v,mac_y_v,mac_z_v,corrcoef_x,corrcoef_y,corrcoef_z,total,X_point_X,X_point_Y,prediction
1,6562G821,5,OUT,3,0.2,20,50,0.362,0.426,0.648,-0.602,-0.653,0.806,3.5,206.0,0.75,NG
0,6562G821,2,OUT,3,0.2,32,40,0.409,0.34,0.301,0.639,-0.583,0.549,2.82,26.0,0.6,NG
